Prot_FDR_confidence;Accession;Description;SV1_Abund.;SV2_Abund.;SV3_Abund.;SV4_Abund.;SV5_Abund.;SV6_Abund.;SV7_Abund.;SV8_Abund.;SV9_Abund.;SV10_Abund.;SV11_Abund.;SV17_Abund.;SV20_Abund.;SV21_Abund.;SV22_Abund.;SV23_Abund.;SV24_Abund.;SV27_Abund.;SV29_Abund.;SV30_Abund.;SV31_Abund.;SV32_Abund.;SV33_Abund.;SV34_Abund.;SV38_Abund.;SV41_Abund.;SV42_Abund.;SV43_Abund.;SV44_Abund.;SV47_Abund.;SV48_Abund.;SV49_Abund.;SV51_Abund.;SV52_Abund.;SV53_Abund.;SV54_Abund.;SV55_Abund.;SV56_Abund.;SV57_Abund.;SV58_Abund.;SV59_Abund.;SV60_Abund.;SV61_Abund.;SV62_Abund.;SV63_Abund.;SV64_Abund.;SV65_Abund.;SV66_Abund.;SV67_Abund.;SV68_Abund.;SV69_Abund.;SV70_Abund.;SV71_Abund.;SV72_Abund.;SV73_Abund.;SV74_Abund.;SV75_Abund.;SV76_Abund.;SV77_Abund.;SV78_Abund.;SV79_Abund.;SV80_Abund.;SV81_Abund.;SV82_Abund.;SV83_Abund.;SV84_Abund.;SV85_Abund.;SV86_Abund.;SV87_Abund.;SV88_Abund.;Biological_Process;Cellular_Component;Molecular_Function;Amount_1;Percentage_1;Amount_2;Percentage_2;Amount_NSSI;Percentage_NSSI;Amount_HC;Percentage_HC
Medium;P54577;Tyrosine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=YARS1 PE=1 SV=4;547966.0625;446012.1875;3707918.25;1869930.75;390972.7813;3139739.75;;;;2167181.25;1058255.375;557784.8125;1115719.375;1042134.938;;450999.8438;;;;1435329.125;;;1325048.75;428118.125;;;2013774.5;1517390;1510494.375;2035925.75;1193795.375;;1075111.625;;1552522;;;;;;326414.25;;2891184.5;;;1405727.75;;1278734.25;1657610.625;;378723.7813;1503570.125;;539878.5625;;;1465912;;350438.9688;1034177.375;;496758.9063;1787453.75;1072615.125;;;1189271.25;;710935.5;969388.9375;"protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes";"non-structural extracellular;cytosol;nucleus;other cell component";"signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function";39;55.71;39;55.71;22;61.11;17;50
High;E5RH77;40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=1;523206.0859;725588.1875;1541433;2154273.25;737950.0625;3882244.813;162122.4531;1815448.625;5350606;2519769.5;789540.5625;888094.0625;454444.625;244522.2813;;3988674.75;487172.9375;678917.5625;375550.8438;172193.3281;336866.5469;;;;374384.5625;207624.5625;1999513.625;845220.5625;1912126;527375.3125;1885920.313;;799517.6875;114803.2813;4049443.625;;;;499529.4375;;4205090;5649590.25;4644366.25;2496081.625;2977431.25;3461684.625;5903042.75;5160537;8194073.75;5724731.25;5322815.75;3584912.375;8915457.75;3732949.875;1661398.781;2041199.563;4475457.625;5802741.75;3040687.188;1663304.625;2466944.063;4958494;4987304.75;1932344.875;3983374.375;3795284;5659975;5180808;5250780.25;6692328.25;"protein metabolism;other metabolic processes";translational apparatus;other molecular function;61;87.14;61;87.14;31;86.11;30;88.24
High;P49189;4-trimethylaminobutyraldehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH9A1 PE=1 SV=3;521521.1875;;1828089.375;1774706;2956023.25;1591019.5;1358578.625;2624747;3283808;3852937.5;2094136.25;4407213.5;1979536.625;1718721;1864149;8752123;4704409;7280945.5;1880066.875;;;196206.6563;;95544.57031;;;;;;895864.375;;;;;;;;;1935431.625;;;371188.6875;895730.4375;;318244.1875;;699354.3125;1399260.5;;689024.8125;;764139;;;;857713.8125;96130.51563;1143004.875;;422636.5;;102333.4844;193424.8906;230732.3906;;701231.4375;169273.0625;;;406570.6563;"cell organization and biogenesis;other metabolic processes";"cytosol;other cell component";other molecular function;39;55.71;39;55.71;21;58.33;18;52.94
High;O60784;Target of Myb protein 1 OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2;508587.4297;7685154.438;1272825.25;1769859.375;1138417.625;968783.625;3479797.203;580837.75;13735292.69;6058055.375;277720.5625;5590281.5;1496309.75;6534090.508;4463487.086;15218768.5;2458661.813;12581542.06;5422204.125;6072276.234;2171546.984;8029114.5;2705026.5;1909279.875;23080.41211;6243046;26309971.56;3281910.844;2784556.5;2015106.25;1041710.922;301014.2813;10610391.23;;38813071.5;19921070;8726146.969;19315237.34;1115377.375;5588079.125;2055231.25;3352210.875;1904969.625;5427694;6804605.5;7628200.5;8262859.563;19967679.16;861915.3125;7693670.469;1248868.5;5125152.938;2489212.5;10159458;65709.46094;2537075.5;83013.04688;851641.3125;1547894.125;2744384.828;;2893078;7803877.063;3760037.938;6954281.281;400163.1875;4803373;6898207.422;886711.5625;9631583;"transport;signal transduction";"plasma membrane;other membranes;cytosol;other cytoplasmic organelle;other cell component";other molecular function;68;97.14;68;97.14;35;97.22;33;97.06
High;O00571;ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;508180.875;1087466.25;3141154;1771469.375;955825.4375;2819266.25;;1102613.375;4001076.25;8376501.5;675541.3125;5148500.563;2460074;393550.8125;;8783274;3284108.813;3924412.25;1117026.5;898523.9375;744702.5625;1012875.188;;;;;;571930.9375;902188.1875;1795645.125;340196.9063;;792172.625;;15867595.5;424740.5938;415109.6875;785410.4375;;13835983;80488.91406;594703.375;3083835.125;;1033197.063;3782768.75;2111421;3028417;;1741377;536278.625;2685448;510970.2188;;;2117706.031;1634678.563;161752.5;;681637.5625;677157.0625;4325701.5;738478.6875;2009992.625;239380.0313;;229665.7813;449830.6875;2169558.063;;"cell-cell signaling;cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes";"non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;nucleus;other cell component";"enzyme regulator activity;cytoskeletal activity;translation activity;nucleic acid binding activity;other molecular function";53;75.71;53;75.71;27;75;26;76.47
High;A0A669KB35;C-Jun-amino-terminal kinase-interacting protein 3 OS=Homo sapiens OX=9606 GN=MAPK8IP3 PE=4 SV=1;493353.4063;1183661.25;957088.375;1003463.313;507938.5938;506959.75;326944.375;631460.375;;;434780.625;;770261.4375;;;1090985.125;;1430103.625;598363.5;;288857.25;;;;107534.0469;792161.75;2799718.063;3153621.5;3743323.75;2307948.406;4408064.5;;3457771.5;921895.5625;8196770.5;1823232.125;2143734.5;1002172.063;1798332.625;1142322.375;;222388;3296496.25;862003.5;1924789.813;1198541.625;1304977.25;4052635.25;3245760.125;1451181.5;;3004460.75;166907.6094;130636.6797;;2333258.375;1465543.313;;1177522.875;2644823.5;;109560.4297;1158074.875;2767103.5;1148481.625;1797615.5;240912.1406;1323725.875;3033194.188;2579673.875;other biological processes;other cell component;other molecular function;54;77.14;54;77.14;25;69.44;29;85.29
High;Q14247;Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2;491415.9063;1759447.875;1674190.25;;1207996.375;953418.4375;703263.8125;971232.5;2049085.25;3364577.5;;1852731.625;619496.75;;974083.3125;2140606.75;1774310.125;1436131.25;1318276.25;588902.1875;;938176.4375;975081.0625;;;1127716.25;1574932.375;2217882.25;2408913.25;1470978.375;1632875.625;2009854.25;1389819.375;1140302;5750810;1795379.125;2464198.5;1233005.625;2702483;1907093.125;720951.4375;1341963.75;3358735;2848868.75;2068333.125;2196027.75;3287876.5;3047550.25;4057033;1430798.75;871508.5625;1907748.875;645198.125;1015169.75;472862.2813;2115853.75;915544.25;643644.1875;1485644.375;1975508.875;271210.8438;;1127310.375;1322395.25;1683968.375;2131281;911872.6875;1473651.625;1969504.75;2470644.75;"cell adhesion;cell organization and biogenesis;transport;developmental processes;other biological processes";"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;other cell component";"cytoskeletal activity;other molecular function";63;90;63;90;30;83.33;33;97.06
High;D6RD83;Heterogeneous nuclear ribonucleoprotein D0 (Fragment) OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1;482725;1727855.375;760434;2246746;286893.4375;;;963557.25;;;1195586;3078548.75;1293991.5;1127234.125;431882.4063;4989521;;3843098.75;771579.6875;;378645.8125;346618.5938;356581.7188;;1196053.25;1829368.875;1878648.375;;1443770.375;;966763.8125;906385.9375;915417.125;;2266676;1542278.875;1234881;289823.5625;699870.9375;;;416639.5938;701299.0625;;1288868.75;454998.5938;1325655.5;1461920.875;;155231.7656;;958886.9375;781544.125;419979.25;;1174023.375;941054.75;;;;330870.7266;262410.7266;892437.8125;1360770.5;736380.1875;1101497.75;;730237;774066.6875;1105954.031;;"nucleus;other cell component";nucleic acid binding activity;50;71.43;50;71.43;26;72.22;24;70.59
High;Q00577;Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2;474580.75;;917675.375;;1187304.625;1093219;;594217.5;857824.25;1497625.625;472326.375;2599107.25;924890.6875;;258688.7031;2838184.75;395438.0313;1922757.25;753047.4375;178506.25;379680.875;;;;;231322.1719;1107261.125;;289304.9063;393381.5625;833032.375;;784810;438436.9688;3694187;911248.8125;;;540669;;64204.20313;;1385042.5;284319.1875;;940672.3125;1699096.625;1380302.125;;1614164.875;483527.5625;3082295.5;342853.625;;;742542.1875;987463.8125;;;552390.6875;;;;1300023.125;;1084747.625;119461.1875;;1298456;662101.75;"cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;transport;developmental processes;other biological processes";"nucleus;other cell component";"nucleic acid binding activity;other molecular function";45;64.29;45;64.29;25;69.44;20;58.82
Medium;P57058;Hormonally up-regulated neu tumor-associated kinase OS=Homo sapiens OX=9606 GN=HUNK PE=1 SV=1;462674.125;;906967.625;3221762.5;874649.875;459526.7813;294015.3438;1747539.625;4329776;2337650.75;1701739;564348.375;143401.9219;367435.6563;;199788.6406;473210.2188;654499.5469;202723.9688;192443.8594;335571.625;284769.3438;397289.9688;151221.3281;352707.9688;;;;1132861.125;;796245.4375;;;261203.5781;1845120.75;701485.9375;;935017.1875;;;;;;163361.9531;320733.875;473325.125;3181022.25;1617495.875;;3033269.25;299567.9375;1837709.25;;568083.3125;107524.1484;1838514.125;464306.0313;438806.2813;678151;1605706.875;275323.8438;;1181513;883844.9375;276245;586776.25;;1688801;839549.625;453851.9688;"protein metabolism;other metabolic processes;developmental processes;signal transduction";"nucleus;other cell component";"kinase activity;other molecular function";52;74.29;52;74.29;28;77.78;24;70.59
High;Q5VYD6;HCLS1-associated protein X-1 (Fragment) OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=1;457794.2188;1624948.5;2436102.75;1685687.125;939746.6875;1112582.125;888692.5;1553906.125;1055779.75;2280102.5;630791.5625;1575022.25;764343.625;;833031;2049588.125;;1160514.375;577396.4375;806694.4375;;;;;260990.7656;;3462442;2239132.922;3019310.25;2518669.5;860511.5625;;2104294;1146478.75;5716674.5;1231639.875;;;;;706764.9375;1240203.875;;2629397;1742233.625;1653784.375;2833409.5;;2485956.25;1540406.875;624894.375;3961305.5;;1135884.125;707610.4922;4579012.5;3360386;1329520.344;3670945.75;3952108.563;311282.375;;778221.5625;1578916.625;;950066.8125;;2262611.75;2874593.656;2017571.125;other biological processes;mitochondrion;;52;74.29;52;74.29;28;77.78;24;70.59
High;Q14195;Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1;455940.875;815273.375;2169681.5;2314873.25;1445390.75;1689248.5;531338.375;1430274.375;;4849887;;2602860.75;12790926.25;772102.25;541459;42943673;;18579191.5;1134498.625;589905.75;784385;;249721.7188;1658239.391;210873.0156;620248;;1880818.625;1341809.625;989346.875;;936364.8125;688000.625;;1832375.625;593906.3125;;;;282216.3438;;;619902.125;256146;;;554000.25;;695231.625;1280533.625;;1356713.75;3820928.75;;253965.3125;7775287.375;6654475.688;;570086.4375;424950.6563;191004.9531;571630.5;644935.8125;898689.4375;627499.9375;;;;;1145676.25;"cell organization and biogenesis;stress response;developmental processes;other biological processes";"non-structural extracellular;cytosol;cytoskeleton;ER/Golgi;other cell component";"cytoskeletal activity;other molecular function";48;68.57;48;68.57;27;75;21;61.76
High;Q96P70;Importin-9 OS=Homo sapiens OX=9606 GN=IPO9 PE=1 SV=3;453228.7813;;851161.625;654888.5625;1055724.125;1521448.5;536560.4688;1023457.5;969169.125;;;;;786607.4375;;1452470.625;;;;;315109.4063;;;503768.2031;91772.21094;;632452.875;769377.0781;356502.375;944509.6406;781071.3125;1025324.5;936814.8125;1079342.625;2385049.25;1141716.125;325800.9063;2413365;2034957.125;1598790.063;114888.0625;;1635426;;1578284.438;1059798.875;355861.9375;1324713.125;899076;1215481.125;;517629.25;;;;;292882.6875;205148.2656;;432549.0313;;970516;;581375.6875;777250.9063;;;313040.375;240420.3125;;transport;"cytosol;nucleus;other cell component";other molecular function;44;62.86;44;62.86;23;63.89;21;61.76
High;Q5QPN9;Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1;447514.375;;3866643;7334159.5;2999407;;1196056.344;;1762888.125;7060427;;10428430;3344435;2645505.938;;1450574.25;;15619933;4345414;;;;;901146.875;;;2100148.75;1804408.75;2358033.5;2648796.25;2786995;;1827669.125;;9652493.625;1617030.625;2075626.438;1261474.625;1282928.75;839273.25;;;3829739;;1295294.75;356129.8438;1945198.625;5250116.938;3974753;817062.8125;;4031802.75;1696940.375;243874.2031;;624901.0625;644769.8125;361627.25;511556.5938;2130081;;823595.375;1726998;3133875.813;1179253.313;1053268.75;;695073.9375;4510726.875;4457623;;;other molecular function;49;70;49;70;22;61.11;27;79.41
High;Q15369;Elongin-C OS=Homo sapiens OX=9606 GN=ELOC PE=1 SV=1;445125.7188;1089055.125;6941235.5;1979044.25;3447854.625;;;3661799;7614669.5;1820629.5;1010404.938;;1268695.25;;;;;;2485110.719;;;;;251884.5781;372312.4375;;2353130.25;2603221;3010022.094;900771.75;3636703.5;;273387.4063;;6661840.75;;;;;279547.25;;;4858459.281;1827463.813;;;2842997.875;6483880.375;9347115.25;849652.25;637393.4063;3349553.281;;278140.6875;269770.1875;1076547;;1207268;548648.0625;;475566.5938;;;2171840.25;287156.7813;;374017.8125;;3578520.438;;"protein metabolism;other metabolic processes;other biological processes";"cytosol;nucleus;other cell component";;39;55.71;39;55.71;20;55.56;19;55.88
High;Q07666;KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens OX=9606 GN=KHDRBS1 PE=1 SV=1;444560.0313;691122.9375;1125400.125;2399218.5;872314.125;2102592.75;82428.07813;1378359.25;2722699.5;2322979.5;1493554.75;3716336.75;2536996.75;895790.4375;;11686864;2919392.5;4041217.5;1453539;987869.5625;127823.1484;;;;;;1029658.875;379139.75;;727700.8125;815025.75;;295098.6563;77261.20313;2121986.75;254656.5625;368682.75;;539139.5;;;94589.55469;681632.25;194426.6094;;;906639.125;1752066.75;;1034155.813;88197.61719;909918.6875;;67602.33594;24811.6543;482473;1320089.375;127882.1953;184261.5469;798635.1875;;138285.9375;188299.4688;536318.875;118181;261551.2813;;545614.875;330837.3438;455389.8438;"cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;signal transduction;other biological processes";"plasma membrane;other membranes;cytosol;nucleus;other cell component";"nucleic acid binding activity;other molecular function";53;75.71;53;75.71;28;77.78;25;73.53
High;P07919;Cytochrome b-c1 complex subunit 6, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRH PE=1 SV=2;444426.1875;;;924323.75;;;153045.2813;;;;;3783633.75;1503093.25;175701.5781;1697446.75;;1985063.5;3478471.75;1455535;;;;525364.625;;;692760.25;;;1317359.25;671128.375;669224.75;692886.8125;360638.9375;170064.1563;;;;899230;1433707;;;441815.1563;;;;;;1338089.75;;1357880.75;355636.4375;530875.75;118751.3281;528102.5625;123528.2969;554092.9375;472881.875;365902.9688;841366.875;594208.625;131704.9375;;842631.9375;582000.1875;281701.25;597677.1875;;665095.875;1069986.375;;"other metabolic processes;transport";"other membranes;mitochondrion";transporter activity;40;57.14;40;57.14;20;55.56;20;58.82
High;Q8N1F7;Nuclear pore complex protein Nup93 OS=Homo sapiens OX=9606 GN=NUP93 PE=1 SV=2;441274.1563;3837808.25;2815073.75;3491957.531;4568248.875;10586341;274124.0938;5327843.5;2443162.75;1757265.375;1287462.281;903858.875;908846.3125;2030345.688;877889.25;32612591.63;8686044.125;2073993.813;4773459.188;5792606.5;347625.1875;430012.6563;2010790.75;824082.5;2216553.5;;6285420;4071377.438;1886133.75;4360496.375;;3292827.75;2743176;;;3698294.75;1108462.75;2713475.75;876370.9375;451664.1875;;;;;2016255.375;4090074.75;6012303;;600590.5625;6474670;742078.875;;3529304.156;399835.375;723819.5469;;10486303;2437904.25;2675874.25;1344834.25;;;1004470.063;4033936.281;2796445;1999367.875;267182.1563;839748.75;;;"cell organization and biogenesis;other metabolic processes;transport;signal transduction;other biological processes";"other membranes;cytosol;cytoskeleton;nucleus";other molecular function;55;78.57;55;78.57;32;88.89;23;67.65
High;P08559;Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens OX=9606 GN=PDHA1 PE=1 SV=3;436129.5;693417.625;1267587.625;1686845.125;1053337.75;4062331.5;365162.25;659272.375;1157375.75;1401436.75;555222.1875;1446336.125;463882.6875;326429.6875;408591.25;10416425;729919.75;1719282.875;699886.5;775108.0625;414535.6875;119183.6406;205049.375;231120.9375;;;1088485.375;470147.4375;499692.0625;360070.375;;261078.1563;440699.3125;304357.625;2930821.5;328141.3125;;229212.6719;399289.3438;149412.4688;56541.65625;;;;591920.875;;777036.9375;1092567.875;;820735.0625;110242.8125;890669.875;251069.5469;220388.4219;70320.03125;695651.5625;1007774.875;;173741.9063;217146.5313;235315.8984;139560.125;407573.2188;914354.625;118370.3203;400557.4688;111978.1523;617721.25;1512252.125;1135048.75;other metabolic processes;"mitochondrion;nucleus;other cell component";other molecular function;60;85.71;60;85.71;33;91.67;27;79.41
Medium;H7C1Q3;Protein-cysteine N-palmitoyltransferase HHAT-like protein (Fragment) OS=Homo sapiens OX=9606 GN=HHATL PE=1 SV=1;429086.375;3684862.5;2504268.25;9063662;1711280.75;1031355.313;1328826.5;5388777.5;3084932.25;3374821.25;6778602;4711253;2568854.25;6016004.5;2345597.75;2076009.625;15546079;2355145.5;523560.375;10943769;1518767.875;2785966.5;2351865.5;1318747.5;2234393.25;4484594.5;3637761.25;1887905.875;5846510.5;2081091.875;5559362;10215817;1546318.125;1179470.875;5110020;6573772.5;5854830.5;8676452;11054071;3662377.25;990189.875;4248957.5;3476557.5;1417063.375;5348981.5;3569275.25;11694131;7880291;7255109;4817804;1602525.125;3991917.25;1454704.75;3640018.25;1798152.875;6972351.5;2274554.5;3088589;5162588;6922335;1024784.625;1648889.25;4605066;1478287.875;2912630.25;3880369.75;930292.375;10484937;3408113.5;3509223.5;other biological processes;other membranes;;70;100;70;100;36;100;34;100
High;P30626;Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1;427918.4375;1327784.125;5486085;6038703.75;4275635.875;6022825.75;;;7496872.5;13601133.5;587993.25;7996152.75;2979347.125;687375.5625;1077209.5;13874452;4526473.25;3739945.75;1809877.25;994788.3125;;;2264376.25;557521;;;1109984.375;793283.3125;;825134;970078.3125;;;;2927597.5;;;;;;1302650.844;;763900.25;;;;1021744.875;3401599.5;1695037.625;686070.4375;1620969.75;1375693;814573.875;1309542.125;;1081406.25;2083381.25;;3639017.75;707314.4375;936965.3125;;1272196.25;580988.5;;;;;1408968.625;;"transport;developmental processes;signal transduction;other biological processes";"non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;mitochondrion;ER/Golgi;nucleus;other cell component";"signal transduction activity or receptor binding;other molecular function";43;61.43;43;61.43;25;69.44;18;52.94
High;B4DKY1;Cysteine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=CARS1 PE=1 SV=1;414603.5313;;412846.0938;;413484.9063;5262266.625;247797.4844;;745606.875;501399.8438;;1164188.25;1090496;;;7761755;;1306617.125;366900.7813;;;;188556.8906;191202.9844;;;;63177.43359;;693593.875;;;;;1268195.75;;;;;;61351.11328;202128.2344;;317210.625;343677.0938;;170453.2656;1658024.516;;1732222.469;;1916681.688;202837.0156;;;740351.4375;2445370.344;50760.49609;;1001852.023;417337.125;171378.4531;223776.0781;1595742.75;;464592.7813;;507586.3594;1168902.156;;"protein metabolism;RNA metabolism OR transcription;other metabolic processes";cytosol;other molecular function;37;52.86;37;52.86;18;50;19;55.88
High;F6WIT2;Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens OX=9606 GN=PTPA PE=1 SV=1;403904.9375;846031.4375;1826586.625;4956233.5;1414307.75;2177981.75;180563.3281;2090924.75;5134214;2595187;677276.9375;1366491.875;1318036.5;296698.75;;4268033;1073922.75;1661518.875;605381.9375;334183.3125;235073.8281;;159049.5156;;359532.8438;;1476870.25;1370396.625;1300227;1321744;1581329.75;683895.5625;770725.75;88214.84375;4381847.5;645134.0625;1058262.125;410904.5938;;;;;1390175.375;303995.5938;329172.1875;431376.5938;2426590.5;3734206.75;1488227.625;2890970.75;26656.11523;1211546.25;;;;877788.6875;3083790.5;;;948357.4375;;;303994.75;1043886.813;;;;673243.0625;;761570.0625;"protein metabolism;other metabolic processes";"nucleus;other cell component";"enzyme regulator activity;other molecular function";51;72.86;51;72.86;31;86.11;20;58.82
High;H0YGR4;Oligoribonuclease, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=REXO2 PE=1 SV=1;383960;2531936.75;2763350.5;9263461.875;5717283.125;1645582.125;3198456.656;1902215.625;4341662.625;8384209.5;1294644.5;1614569.734;2028508.5;2254247.375;;9964958;946620.9688;5347152.875;2529039.563;991277.3281;;110718.6719;203365.5156;124252.0781;;;;1293473;941997.0625;635245.625;1373006.5;1322789.5;4930168;279234.7188;5213762.5;1310883.25;3083370.688;493701.375;1580340.375;758890.1953;97229.03906;579611.3828;2987237;;673471.5313;;1753170.875;3639401.5;;207097.6875;110918.7188;780255.7031;658248.5469;1256274.688;872369.0449;1030216.313;1218329.75;1624064.906;;2046216.5;621798.25;1617886.281;138205.6563;979828.625;766506.2188;2230666.625;1849100.188;1458407.25;670605.375;586855.9375;"RNA metabolism OR transcription;other metabolic processes";"mitochondrion;nucleus;other cell component";"nucleic acid binding activity;other molecular function";61;87.14;61;87.14;31;86.11;30;88.24
High;M0R026;2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=1;370754.5938;4253916.281;1777651.063;3068982.5;4443461.125;1604447.25;2110029.75;;3507247.25;1548831.875;569058.4375;5587664.5;2654719.5;;;21233481.88;;9240529.938;1198544.875;1838375.5;2847652.031;1670610.125;963609.625;1233817.125;1527658.633;1194613.125;6729374.375;4332084.75;3768022.234;954997.125;4916965.125;;3925423.625;2037210.531;8127192.5;1955736.5;;1674882.625;2929259.75;688386.75;2120659.5;973534.9375;1019542.188;2784527.063;909686.0625;2768752.25;7668802.938;9359923.969;9322670.75;3303548.391;1116987.875;1381884.5;2530160.344;853082.1406;458651.0625;1762332;999889.375;2382593.375;347290.3438;159566.1094;351070.0625;1938869.016;;3246597.938;;170587.4531;182433.8125;361847.1563;1379268.375;3327269.875;other metabolic processes;;other molecular function;62;88.57;62;88.57;31;86.11;31;91.18
High;P60369;Keratin-associated protein 10-3 OS=Homo sapiens OX=9606 GN=KRTAP10-3 PE=2 SV=2;368199.75;12864363.25;;;;27634905.78;607270.4375;29265733;12591222.66;22140683;10636062.81;38471840.23;43577930.25;2415587.188;8289743.813;93567995.5;12943488;32721971.75;;266253.375;350055.625;547617.625;;;;832423.1875;;3528389.469;8685260;;4228034.094;1374268.375;431409.4063;256041.3125;3148748.5;1046106.625;3091098.75;7267556.875;2969456.5;825720.5625;881460.0625;;2370059;727883.1875;415286.4063;1511555.125;890345.875;495243.2813;2729551.75;;91279.17969;263922.75;;153930.1719;;2482667.5;11649957.83;96270.71094;961075;516942.0625;187647.5938;304688.0625;430182.7813;386204.6875;439212.2813;654379.1875;;1119036.875;;681492.0625;;"cytosol;cytoskeleton";;55;78.57;55;78.57;26;72.22;29;85.29
High;Q13618;Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2;365355.875;603047.0625;1707738.313;2743413.5;1045968.625;692221.25;;;1636802.75;;;1802198.25;1438521;1247937.563;301012;4670567.5;1416151.125;2847836.375;;672047.0625;;;934343.0625;286064.4531;;;1759555.875;765377.8125;1980078.625;582666.5;320350.9063;;;672464;8579475.125;;;;;;;466085.1875;5168682.25;502592.0625;69993.91406;;691439.0625;881637.3125;;605332.375;;486803.0938;136957.5;;168562.5703;;;212735.1875;;;;64444.69531;749228.7031;442774.875;714079.125;;62656.23828;;877672.5;;"cell-cell signaling;cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;transport;developmental processes;signal transduction;other biological processes";"plasma membrane;other membranes;cytosol;cytoskeleton;ER/Golgi;nucleus;other cell component";"signal transduction activity or receptor binding;other molecular function";41;58.57;41;58.57;24;66.67;17;50
High;O75531;Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1;325681.625;2399399.75;3431074.75;1888570.625;1429264;1186929.875;2091521.875;2381479.75;1116077.25;;390891.5938;861147.0625;617215.375;587924.1875;1172578.375;608782.375;;1040073.5;531355.5;;1325887;864045.1875;1575835.375;41255.47266;745508.25;644131.0625;2146297.75;1394275.375;1957787.875;1494172;1754604.375;;3157314.5;899134.6875;3858662.5;2771950.75;;;;;1292174;;5599738.5;4405514.5;3999470;6453764;3420128.5;5428825;16731015;1693673.625;;2383795.75;;;102700.7969;1566535;1240400.375;490755.25;2425524.75;2216475.5;84562.6875;;1237783;;2324193;1782744.75;238939.8594;1636890;8848614;7336084.5;"cell organization and biogenesis;other biological processes";"cytosol;nucleus;other cell component";"nucleic acid binding activity;other molecular function";56;80;56;80;32;88.89;24;70.59
High;Q9Y4E8;Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3;316154.5938;751129.875;1678200.875;;864479.9375;2220655;;666853.4375;;1237161.25;378807.625;1182226.5;628885.5625;645188.3125;495593.5;2533518.75;458481.7813;610484.125;660960.5625;556090.3125;;;;;163671.2188;438388.5;669388.3125;826157.5;521488.1563;;;440109.625;544222.75;445372.3438;;451560.375;266036.3125;;426160.25;459673.9375;111646.2422;;1086572.75;583754.875;862422.8125;397314.5625;;670753.125;;2338303;195496.1094;2882898.75;;;119938.5703;1810835.75;1730257.625;329433.2813;787683.3125;677344.8125;;;;584405.4375;1089003.5;903542.875;;658295.1875;709180.625;;"protein metabolism;other metabolic processes;signal transduction;other biological processes";"plasma membrane;other membranes;cytosol;mitochondrion;nucleus;other cell component";"signal transduction activity or receptor binding;other molecular function";49;70;49;70;27;75;22;64.71
